微博id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
CtoXTmoVk,这十年做来做去，其实在做一件事：将现实（直接）映射到计算机内存的 Actor 模式。  ,无,无,2015-07-29 22:46,微博 weibo.com,20,9,1
Ctnb098KJ,忙了一个多月，终于在 Chana 集群上实时查询出了第一个全局结果（JPQL on Chana ）。虽然简单但初步验证了设计。其实是说，接下来还有好多难点呀。http://t.cn/RLCVIGW  ,无,无,2015-07-29 18:13,微博 weibo.com,5,31,11
Ctfi2ryF1,网络知道我 就快要超过 我知道我。我知道它知道我还不知道的关于我的东西。我向它请教。  ,无,无,2015-07-28 22:08,微博 weibo.com,5,3,1
Ct5XpCXWV,据说传统产业正在被互联网+拆迁，不过在这里看起来更像互联网公司在互相拆迁。#看看最后能剩下什么#  ,无,无,2015-07-27 22:23,微博 weibo.com,5,5,0
CsU3bmWYT,约的地方是优衣库边上的咖啡。害我都不好意思问路。  ,无,无,2015-07-26 16:04,Android客户端,8,1,6
CsLYS6NZb,最近因为在地铁上刷 #豌豆荚一览# 错过两次站了。每班地铁其实可以在车厢内多印几个二维码，我刷一下后，可以通知到站。想约地铁上谈投资的也好遇见。#地铁琐事#  ,无,无,2015-07-25 19:31,Android客户端,2,1,1
CsKqobzBj,先写了个简单的 JPQL evaluator，对_单个_的 avro record 可以做简单的 select 和 where：http://t.cn/RLaOTe1，http://t.cn/RLaOTer。下一步是先解决从整个集群中去查，并一点一点完成 Evaluator。  ,无,无,2015-07-25 15:34,微博 weibo.com,0,2,0
CsEzZyx2O,程序员脑怒自愈神器，命令行工具 Fxxk 2.0 秒拍视频 .  ,无,无,2015-07-25 00:41,秒拍网页版,9,34,8
CsEet80mX,加拿大 BC 省北部海滨的一条鲸鱼可能因为退潮搁浅在礁石上，志愿者花了 6 小时才趁着涨潮救出了它。在救援过程中，鲸鱼似乎明白大家是在帮助它，很配合。http://t.cn/RLXDJVE  [组图共4张] 原图 ,"http://ww3.sinaimg.cn/large/6fc85a2fjw1eueaphvybuj20h80b4t9c.jpg,http://ww4.sinaimg.cn/large/6fc85a2fjw1eueapk2ik8j20h80b40u9.jpg,http://ww4.sinaimg.cn/large/6fc85a2fjw1eueapmvz6dj20h80b4abh.jpg,http://ww3.sinaimg.cn/large/6fc85a2fjw1eueaqoj9sqj20h80b4my9.jpg",无,2015-07-24 23:48,微博 weibo.com,5,5,4
CsDN3qLwt,叫人上门换的热水管昨晚全断掉，检查下来是安装的时候拧损了。刚刚花了一个半小时自己重新装了根新的。躺地上钻洗手盆下面，淋了一头的水。#码农是工人阶级的一员#  ,无,无,2015-07-24 22:40,微博 weibo.com,9,2,3
CssgmjdbO,写 JPQL Evaluator，体力活 + 脑力活，好艰难。  ,无,无,2015-07-23 17:20,Android客户端,1,2,3
Csnh2CxKl,有时候我们会被一些作品打动，不仅如此，亦对其制作者心存感激。North & South (BBC) 是其中之一，它讲述苦难、道德、人性、亲情、以及爱情，即便背景是处在阴沉和艰难的十八世纪资本主义工业化早期历程的英国。  ,无,无,2015-07-23 04:38,Android客户端,4,6,0
Csl1WFK9W,#Scala# 大致穷尽了第 x 代语言的所有要素。  ,无,无,2015-07-22 22:55,微博 weibo.com,6,15,8
Csdeo3MnY,46 年前，Apollo 11 号登陆月球，为其控制计算机编写程序的女程序员 Margaret Hamilton 也广为认知，并且很多人都见多她那张跟 Apollo Guidance Computer 源代码一起的照片。其实她还有一张照片更漂亮。（图片来自 NASA）  [组图共2张] 原图 ,"http://ww1.sinaimg.cn/large/6fc85a2fjw1euazjbq6zsj20fq0jz0tt.jpg,http://ww3.sinaimg.cn/large/6fc85a2fjw1euazjgtsk2j20kz0e0wht.jpg",无,2015-07-22 03:04,微博 weibo.com,29,49,8
CscZqek1t,Event Sourcing Pattern 常采用 snapshot + subsequent event sourcing 的方式来提高存取和重演效率，其本质是一种有效的信息压缩。因此，对于由事件驱动变化的状态，可以。不过，有很多数据本身就是一个不断追加的集合，这种方式起不到压缩信息的作用，这时应该选择纯粹的 sustained event sourcing。  ,无,无,2015-07-22 02:27,微博 weibo.com,2,2,0
CscTSxSBC,“正是因为城市的诞生，才导致人与人的创意网络在一个有足够密度的空间里面发酵...”。@吴甘沙 的演讲很精彩，我再加一点： ‘一草一木皆有理，须是察’ 。以前，人对周边万物是一种单向的物化操控；而今，开始予万物跟人双向沟通、对话的能力，甚至把一些决定权交给它们。社会创新周干货演讲丨吴甘沙：创新2.0，与我理想有关的一切  ,无,无,2015-07-22 02:13,微博 weibo.com,0,13,1
Cs1gL9BAw,感觉应该让张召忠张局来给大家咣咣股市战略与攻防。  ,无,无,2015-07-20 20:36,微博 weibo.com,3,3,0
Crisrbmyq,"Akka Streams Cookbook：http://t.cn/RLtmQOe；Modularity, Composition and Hierarchy：http://t.cn/RLtmQOD  ",无,无,2015-07-16 02:32,微博 weibo.com,5,20,1
CriqgrAAJ,各位 hAkkers，akka-stream & akka-http 1.0：Akka Streams & Http 1.0 Released! | Akka。入门 akka-stream 的例子，可以看 github 上的 example project：http://t.cn/RZuP5OJ  ,无,无,2015-07-16 02:26,微博 weibo.com,8,16,1
CqOlSqQ8I,太热了，一次喝两个。  原图 ,http://ww3.sinaimg.cn/large/6fc85a2fjw1eu0bzrxihjj218g0xctic.jpg,无,2015-07-12 21:53,Android客户端,3,0,4
CqBKghubL,感觉车把我们拉向一个不太可能自己找到路回去的地方。  ,无,无,2015-07-11 13:47,Android客户端,1,0,1
CqtwHbtIm,媒体要注意一下用词吧，我查到的出处中，用的是“跨期现市场操纵”，而不是“操作”。《证监会：跨市场和跨期限市场操作就是恶意做空》- @财经网 - http://t.cn/RLUe4SB   原图 ,http://ww2.sinaimg.cn/large/6fc85a2fjw1etxs1xmu10j20c80ai76k.jpg,无,2015-07-10 16:52,财经网,0,4,3
Cq6UA4haw,参加巴黎航展后，庞巴迪 CS100 的原型机 6 月 17 日飞抵苏黎世，这是它的首批客户瑞士国际航空公司欢迎的视频。 秒拍视频 .  ,无,无,2015-07-08 07:18,秒拍网页版,1,5,0
Cq5eYmiZd,JPQL 的 PEGs 语法定义及其 Parser 基本完成，现在拿到了一颗真正的 AST 树，可以在这上面展开各种功用了。目前先按照前段时间基于 CHANA 三定理的一个设计试试怎么玩。PEGs 定义：http://t.cn/RLLPDMU，AST Nodes：http://t.cn/RLLPDM4，Parser ：http://t.cn/RLLP1Vq  ,无,无,2015-07-08 03:02,微博 weibo.com,0,5,0
CpAQI8uPM,这人好像见过。来自#豌豆荚探索版#http://t.cn/RLZmNz9  ,无,无,2015-07-04 21:40,Android客户端,0,0,0
CpzEs36Sb,这篇不错。Carl Hewitt 在 1973 年对 Actor 模型进行了如下定义：“Actor 模式是一个把 “Actor” 作为 “并发数字计算的通用原语” 的数学理论。”，这个定义跟我常说的 “Actor 是最适合并行计算的最小颗粒” 是相通的。 http://t.cn/RLZYUG9   原图 ,http://ww1.sinaimg.cn/large/6fc85a2fjw1etqxdnauccj202s02s0so.jpg,无,2015-07-04 18:37,InfoQ,3,14,3
Cpzz2DGoq,【智能手表鼻祖，卡西欧不羁的设计史】今天的功能，几十年前的创意苹果手表上市已经是两个多月前的事，其它的现代智能手表则在更早之前推出，用你的手表播放音乐、遥控电视，或者追踪健身不再被视为科幻事物。通过智能手表做到这些其实在...（分享自 @煎蛋网） 智能手表鼻祖，卡西欧不羁的设计史   原图 ,http://ww2.sinaimg.cn/large/6fc85a2fjw1etqwzsbvfug20d54wqtjk.gif,无,2015-07-04 18:24,煎蛋网,3,12,4
CptLPpt5L,调试了两天，PEGs 定义的 JPQL 已经可以正确解析。测试用例中有很多例子：http://t.cn/RLZzS6F  ,无,无,2015-07-04 03:39,微博 weibo.com,2,4,0
CpjXrg565,CHANA 定理三：对于一个给定的查询，冷数据只需调取一次。  ,无,无,2015-07-03 02:40,微博 weibo.com,2,0,0
CpjUV0xqA,CHANA 定理二：当我们试图得到系统的状态而又不阻塞系统时，得不到完全准确的状态。  ,无,无,2015-07-03 02:34,微博 weibo.com,4,4,5
CpjUxAh3x,CHANA 定理一：大部分查询都是或将是相对固定的业务需求，也即，一个查询 pattern 是会被反复使用的。  ,无,无,2015-07-03 02:33,微博 weibo.com,0,0,0
Cp39bkquq,软件开发过程精要。（网上看到的，未知实际来源） 秒拍视频 .  ,无,无,2015-07-01 07:52,秒拍网页版,5,50,0
CoYz1cER3,又赶上了邻居家的昙花（一两小时的花期）  原图 ,http://ww4.sinaimg.cn/large/6fc85a2fjw1etmdn8sozjj218g0xcaig.jpg,无,2015-06-30 20:12,Android客户端,8,2,7
Congr2Yen,初步写完了 JPQL 的 PEGs 语法定义：http://t.cn/R2kzzix，在各种形式的语法定义中应该是跟 BNF 最接近的了：http://t.cn/R2kzziM。没想到的是 JPQL 的语法定义比 Scala 的还长 15%：http://t.cn/R2kzziJ  ,无,无,2015-06-26 21:15,微博 weibo.com,5,7,2
CojXXwA3X,多好的梦啊。就是没录下来。  ,无,无,2015-06-26 12:51,Android客户端,0,0,4
CnK1BE2Fo,当我们试图得到系统的状态而又不阻塞系统时，得不到完全准确的状态。  ,无,无,2015-06-22 17:21,微博 weibo.com,2,15,3
Cn1Owq4fp,历史很久的 DHC-6 Twin Otter「雙水獺」轻型飞机，现在是由加拿大 BC 省温哥华岛的 Viking Air 公司生产。该公司在巴黎航展上与中国公司签署协议，打算 5 年内在中国达到 50 架的销售规模。这个系列的飞机我也坐过，从飞得比较低的螺旋桨飞机俯瞰地面的感觉特别好。这款飞机很多时候会装成水上飞机。  [组图共6张] 原图 ,"http://ww1.sinaimg.cn/large/6fc85a2fjw1et7kht4zmqj20lc0go0ue.jpg,http://ww4.sinaimg.cn/large/6fc85a2fjw1et7khxttszj20hs0c778d.jpg,http://ww2.sinaimg.cn/large/6fc85a2fjw1et7ki2t5qwj20hs0c7wg5.jpg,http://ww3.sinaimg.cn/large/6fc85a2fjw1et7ki70igmj20hs0c777s.jpg,http://ww3.sinaimg.cn/large/6fc85a2fjw1et7kie0ud8j20xc0mkn2s.jpg,http://ww2.sinaimg.cn/large/6fc85a2fjw1et7kigut55j20hs0c70vv.jpg",无,2015-06-18 00:48,微博 weibo.com,2,0,6
Cn1tp6oHr,CS300 在巴黎航展的飞行演示：http://t.cn/R2E5QVW  [组图共4张] 原图 ,"http://ww3.sinaimg.cn/large/6fc85a2fjw1et7j1qflfvj21kw16p48e.jpg,http://ww3.sinaimg.cn/large/6fc85a2fjw1et7j1tv8fnj21kw16p0xu.jpg,http://ww3.sinaimg.cn/large/6fc85a2fjw1et7j1xdzu3j21kw16pgrp.jpg,http://ww3.sinaimg.cn/large/6fc85a2fjw1et7j21y9ktj21kw16pdn0.jpg",无,2015-06-17 23:56,微博 weibo.com,3,1,0
CmPR0z3cV,趁手的手机拿在手里就会有一种扔出去打水漂的冲动。  ,无,无,2015-06-16 18:21,Android客户端,11,0,2
CmGgCyQi1,太棒了，北京西站有南1南2南3，三个出站口，我应该押哪个呢？  ,无,无,2015-06-15 17:57,Android客户端,1,0,4
CmF9xt5h0,@永恒的侠少 提到 Reactive Messaging Patterns with the Actor Model 这本书（http://t.cn/R2Wv2K1）。虽然还看不到内容，不过我真心希望他能写好 DDD 与 Actor Model 的关系，包括 Entity / Message 这些概念在 Akka 下的实际对应。如是，则可以看做 Actor Model 开始向企业应用的回归。  ,无,无,2015-06-15 15:07,微博 weibo.com,0,3,1
CmEzawg48,说到 ORM，十来年前帮朋友做项目，头一两月全用在数据模型上（如下图）。随后的实现过程中需求有很多的调整，但这张图基本没变过。三年前的微博讲过这些设计：http://weibo.com/1875401263/ypbbx4els 及 http://weibo.com/1875401263/ypbeG3nAn。要点是实体关系在设计时就可以也应该融入 graph view。  原图 ,http://ww4.sinaimg.cn/large/6fc85a2fjw1et4pxbutl9g21kw1bndmw.gif,无,2015-06-15 13:37,微博 weibo.com,6,5,1
CmyXxlAVE,关于 ORM，最近想了很多。从 FP 的角度看，关系模型可以不动，需要的是一整套 lazy 的 mapping 函数，然后就可以映射到 object view。这有些难度，即使从理论上我至今也尚未找到这个问题已完全解决的证据。但是，工程上总是可以对目标做些限定，从而渐进地抵达。我会试试。  ,无,无,2015-06-14 23:21,微博 weibo.com,6,24,4
CmyIZtFUZ,大家都知道加拿大是地球上的一个冰冻地狱。日间气温在零度以下徘徊。晚上则根本无法出门。冰冷的风横扫寒冷的平原。大城市在冬季哆嗦颤抖。山上则完全无法通行。在加拿大，所有的液体分分钟冻成渣。湖泊全部结冰。动物全年冬眠。无论你做什么，就是不要去外面。因为大家都知道加拿大永远没有夏天。  ,无,无,2015-06-14 22:45,微博 weibo.com,1,8,8
Cmy9ajjzc,过去对石英表这类电子产品多少有误解，会觉得它们更像一次性的，用不了多久，也无所谓。很多很多年过去，才意识到也才见证了它们中有很多仍在很好地工作，不禁想要重新去审视。左边这只大约是九十年代初的，右边则是功能极全却又轻又薄的 W-71，现在是我的日常佩戴。当然最经典的是25年不变的 F-91W。  原图 ,http://ww1.sinaimg.cn/large/6fc85a2fjw1et3xl6re7qj20xc18gajn.jpg,无,2015-06-14 21:17,Android客户端,2,0,6
CmpQlz9i2,而前几天，庞巴迪 CS300 已抵达巴黎。http://t.cn/R2YHjfF  原图 ,http://ww4.sinaimg.cn/large/6fc85a2fjw1et2wwb1ggjj20hs09p3zg.jpg,无,2015-06-14 00:08,微博 weibo.com,0,0,0
CmpMTlsBK,SWISS 航空涂装，庞巴迪 CS100 飞往巴黎参加航空展。http://t.cn/R2YHwnL  原图 ,http://ww2.sinaimg.cn/large/6fc85a2fjw1et2wmwnbfnj20hr09t0tt.jpg,无,2015-06-14 00:00,微博 weibo.com,2,0,0
CmpDZ5d1X,删。  ,无,无,2015-06-13 23:38,Android客户端,1,0,1
CmdqGe6dt,顽皮  原图 ,http://ww4.sinaimg.cn/large/6fc85a2fjw1et1e4in5xdj20np0hst9x.jpg,无,2015-06-12 16:32,Android客户端,4,0,0
Cm3cHhP5G,真的是匀速运动，看着对面女孩的脸，我竟然想不起地铁是在往左还是往右。  ,无,无,2015-06-11 14:30,Android客户端,3,1,4
Cm3a9d5yt,昨晚躺到床上时，不知怎么就想起“没有什么能跑过光速”，然后就安心地睡着了。  ,无,无,2015-06-11 14:24,Android客户端,2,1,2
Cm32RmNs5,从北京西站出来，一路拐弯、各种火车头符号和路标指引，终于到了 9 号线上车，然后坐反了。  ,无,无,2015-06-11 14:06,Android客户端,18,8,2
ClLn02fps,刚从 sbt-rats 插件的一个小坑里跳出来，小坑不好找。  ,无,无,2015-06-09 17:06,Android客户端,2,9,0
ClKbciO56,新手机的闹钟好像配得有问题，晚上研究下。  ,无,无,2015-06-09 14:04,Android客户端,1,0,0
ClBwiw1KL,「腾讯向左建王国豌豆荚向右做，别忙百度原地放一炮」随着百度19亿《爱情插班生》金收购91无线，搜查应用平台以打扫响叮当之势出现在众人面前，随着工业套筒扳手生产效果审计的冷却和人们喜新厌旧的陋习，这一有息也逐渐淡出人们《寂静的地球》，互联网稍搜查这样你方唱罢尔登场。http://t.cn/R2NEOea  ,无,无,2015-06-08 16:01,微博 weibo.com,0,0,5
CljRdnheJ,虹  原图 ,http://ww3.sinaimg.cn/large/6fc85a2fjw1esuksbxum7j218g0xc15y.jpg,无,2015-06-06 19:04,Android客户端,5,0,3
CljCVbbsI,雷雨后的梁林故居  原图 ,http://ww2.sinaimg.cn/large/6fc85a2fjw1esujrpgtcoj20xc18gk8e.jpg,无,2015-06-06 18:28,Android客户端,3,0,2
CkBe8fCGF,现在看来 JPQL 也勉强能接受，想着给 AStore (现在叫 Chana) 整一套。  ,无,无,2015-06-02 01:26,微博 weibo.com,0,2,0
CkB4y0vy9,收到 NetBeans 团队转来的 email，苏克敦金融 想 funding 我来实现或者完善一些 nbscala 下的功能（金融公司，尤其是欧洲的，用 Scala 的很多），但我实在是没有时间。不知网上是否有谁对 nbscala 熟悉到敢接这个。  ,无,无,2015-06-02 01:03,微博 weibo.com,9,14,4
CkzLbC2KU,假做真时。via rbanffy at Twitter  原图 ,http://ww3.sinaimg.cn/large/6fc85a2fjw1esox9onadij20dw0450t4.jpg,无,2015-06-01 21:42,微博 weibo.com,8,4,3
CkxgW26cl,实体 bean 的初衷是解决分布式场景下可移动的实体的持久化问题，这使得它的出发点与 actor 模型不同。但这个问题现在成了分布式场景下的可移动数据的持久化问题，或者说，持久化本身成了问题。  ,无,无,2015-06-01 15:22,华为Ascend Mate7,0,0,0
CkxcXzKTU,对于做过严肃的大型的企业应用的我来说，我并不反对或者讨厌 ORM，只是对于其中的关系数据库（R），在分布式场景下究竟，以及何时，能抵达到什么程度，不是很确定。这让我徒增了很多困扰。毕竟我一直认为关系数据模型是最精简的数据模型，而对象又是域模型中最自然的形式。  ,无,无,2015-06-01 15:13,华为Ascend Mate7,3,3,5
Ckf7b2EeJ,在街边公园，除了能看到蝴蝶，还有奇奇怪怪的人。  ,无,无,2015-05-30 17:09,华为Ascend Mate7,2,0,0
CjHxsypfG,真应该给鼠标同时做成剃须刀，这样我就不用每次脱下鞋子来剃了。  ,无,无,2015-05-27 03:40,华为Ascend Mate7,7,1,0
CjEeXeYlA,我知道我的头顶上有电视。对面的，你们都看手机好吗，我都快有点承受不住你们的目光了。#地铁琐事#  ,无,无,2015-05-26 19:16,华为Ascend Mate7,5,1,4
CjEciE27K,生活在北京，就是每天你又多欠了它的钱的感觉。  ,无,无,2015-05-26 19:10,华为Ascend Mate7,2,8,2
CjvSc9e5M,sudo fedup --network 22  ,无,无,2015-05-25 21:58,微博 weibo.com,3,2,3
CjtQ2reso,做梦梦里很着急，醒来想起以前的梦里就已经能在天上飞的。以后要搞个云把梦里已经获得的技能、道具都存下来。  ,无,无,2015-05-25 16:48,华为Ascend Mate7,2,0,0
Cjt4HCS5d,刚接到 02223788515 的电话说是新浪微博客户中心要帮我做认证，我说怎么证明你是新浪微博客户中心，要不你去居委会开个证明。  ,无,无,2015-05-25 14:51,华为Ascend Mate7,10,14,3
Cj4rQ2umV,@jboner 刚在 twitter 上说：Functional Relational Mapping (FRM) is such a powerful concept. FP & relational algebra is a perfect fit. Not your daddy's ORM. 这引起了我的兴趣去重新审视一下 Slick 和 关系代数。  ,无,无,2015-05-23 00:09,微博 weibo.com,1,17,3
Cj3lc5010,Akka on watch  [组图共2张] 原图 ,"http://ww4.sinaimg.cn/large/6fc85a2fjw1esdcfrqollj218g0xcdmr.jpg,http://ww2.sinaimg.cn/large/6fc85a2fjw1esdcfti0dvj218g0xc113.jpg",无,2015-05-22 21:20,华为Ascend Mate7,5,3,4
